class,icd10,disease,Inf_sexual,Inf_resp,Inf_Enteric,Inf_tropical,Inf_other,Maternal,Neonatal,Nutritionaldeficiencies,Neoplasms,cvd,chronic_resp,Dis_Digestive,Dis_Neurological,Dis_Mental,Dis_Substanceuse,Diabetes,Chronickidney,Skin,Senseorgan,Glaucoma,Cataract,Musculoskeletal,Congenitalbirthdefects,Urinary_maleinfertility,Gynecological,Hemoglobinopathies_hemolytic,Endocrinemetabolicimmune,Dis_oral,Inj_Transport,Inj_Unintentional
脑的其他疾患(G93),G93.902,器质性脑损害,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.903,脑病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.820,脑液化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.821,内囊软化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.907,脑衰竭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.823,小脑脱水性疾病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.822,肾性脑病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.408,枕叶脑白质病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脑的其他疾患(G93),G93.809,脑皮质胶质细胞增生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.001,脊髓空洞症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.903,椎管内占位性病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.102,急性脊髓梗塞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.103,脊髓缺血,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.104,脊髓坏死,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.105,缺血性脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.106,脊髓前动脉血栓形成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.107,血管性脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.201,脊髓受压,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.202,脊髓占位性病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.203,脊髓神经病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.204,压迫性脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.205,代谢性脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.206,脊髓横贯性损害,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.801,脊髓硬化症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.802,放射性脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.803,脊髓萎缩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.804,马尾囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.805,脊髓前角病变,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.806,椎管囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.807,椎管内纤维结缔组织增生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.901,脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.902,椎管内肿物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.808,脊髓硬化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.809,腰骶神经根囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.810,硬脊膜内囊肿(脊髓),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.811,椎管内囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
脊髓的其他疾病(G95),G95.101,脊髓出血,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.001,脑脊液漏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.904,中枢神经系统并发症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.003,脑脊液耳溢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.004,手术后耳漏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.005,手术后脑脊液瘘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.101,蛛网膜粘连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.102,脊髓蛛网膜粘连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.103,脊髓粘连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.104,马尾粘连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.105,硬脊膜内囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.106,硬脊膜外囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.107,脊髓蛛网膜囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.108,脊髓圆锥囊肿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.109,室管膜病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.901,脑脊髓神经病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.902,脑脊髓神经根病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.903,脑脊髓病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.905,中枢性高热,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.801,后天性脑膜膨出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
中枢神经系统的其他疾患(G96),G96.002,脑脊液鼻溢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.001,由于腰椎穿刺引起的脑脊液漏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.201,手术后瘫痪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.202,脑室分流后颅内低压,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.804,手术后截瘫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.803,手术后脑膜膨出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.807,手术后腓神经损伤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.808,外伤术后腓神经粘连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.101,"低颅压性头痛,腰穿后",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.801,创伤后脑膜缺损,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
神经系统的操作后疾患，不可归类在他处者(G97),G97.806,手术后迷走神经损伤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
睑腺炎和睑板腺囊肿(H00),H00.101,霰粒肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.001,睑腺炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.002,麦粒肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.101,睑板腺囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.004,眼睑瘘,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.005,眼睑脓肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.006,眼睑蜂窝织炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
睑腺炎和睑板腺囊肿(H00),H00.003,睑板腺炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他炎症(H01),H01.001,睑缘炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他炎症(H01),H01.002,睑炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他炎症(H01),H01.901,眼睑炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他炎症(H01),H01.801,眼睑肉芽肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他炎症(H01),H01.101,眼睑囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.001,睑内翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.812,眼眦后天畸形,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
眼睑的其他疾患(H02),H02.002,倒睫,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.101,睑外翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.102,麻痹性睑外翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.103,老年性睑外翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.201,兔眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.301,上睑皮肤松垂症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.302,特发性眼睑松弛综合征,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.401,上睑下垂,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.501,睑裂狭小,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.502,上睑退缩症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.503,睑缘粘连,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.504,眼睑粘连性疤痕,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.505,后天性眼睑畸形,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.506,轮匝肌痉挛,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.601,眼睑黄色瘤,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.701,眼睑脂肪坏死,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.702,睑板脂肪变性,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.801,眼睑结石,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.802,眼睑出血,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.803,眼睑水肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.804,陈旧性眼睑异物,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.805,眼睑黑变病,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.806,眼睑缺损,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.807,内眦韧带断裂,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.901,眼睑肿物,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.706,眼睑褐黄斑,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.104,瘢痕性睑外翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.813,烧伤后内眦赘皮,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
眼睑的其他疾患(H02),H02.003,眼睑内翻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.703,眉毛脱落,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.705,眼睑坏死,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.809,眼睑后天性畸形,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼睑的其他疾患(H02),H02.811,眼睑皮脂腺囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
眼睑的其他疾患(H02),H02.002,睑倒睫,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的眼睑疾患(H03),H03.0*,分类于他处的疾病引起眼睑的寄生虫性侵染,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的眼睑疾患(H03),H03.8*,分类于他处的其他疾病累及眼睑,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的眼睑疾患(H03),H03.1*,分类于他处的其他传染病累及眼睑,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.801,泪小管断裂,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.603,泪囊粘液囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.002,慢性泪腺炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.101,泪液分泌过少,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.102,泪腺脱出,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.103,眼干燥综合征,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.201,泪溢,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.301,泪囊炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.302,急性泪囊炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.303,泪小管炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.304,化脓性泪囊炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.401,慢性泪囊炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.402,泪囊囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.501,泪道梗阻,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.502,泪道狭窄,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.503,鼻泪管闭锁,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.504,泪小管阻塞,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.505,泪道阻塞,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.601,泪囊瘘,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.602,泪小管瘘,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.901,泪囊肿物,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.507,泪小管狭窄,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
泪器系疾患(H04),H04.001,急性泪腺炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.001,眶蜂窝织炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.804,眼眶假瘤,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.003,球筋膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.004,眼眶急性炎症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.101,眶内肉芽肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.102,眶内炎性假瘤,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.103,眼球后炎症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.104,眶慢性炎症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.201,眼球突出,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.202,眶部出血,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.203,眶内血肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.204,眶内脂肪脱垂,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.301,眼眶畸形,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.401,眼球陷没,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.501,眶内陈旧性异物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
眼眶疾患(H05),H05.502,眼眶穿透伤后异物(陈旧性)存留,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
眼眶疾患(H05),H05.801,眶部囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.901,眶内肿物,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.802,眶部粘液囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.803,眶内上皮样囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
眼眶疾患(H05),H05.002,眶内脓肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.201*,甲状腺机能亢进性突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.202*,恶性突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.202*,Gravesnull突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.202*,浸润性突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.3*,分类于他处的疾病引起眼眶的其他疾患,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.204*,Gravenulls眼外肌病,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.0*,分类于他处的疾病引起的泪器系疾患,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.1*,分类于他处的疾病引起眼眶的寄生虫性侵染,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.2*,甲状腺机能障碍性突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的类器系和眼睑疾患(H06),H06.203*,内分泌性突眼,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.001,粘液脓性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.101,变应性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.102,春季结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.201,卡他性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.301,急性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.401,慢性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.903,眼炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.501,睑结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.801,感染性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.802,结膜溃疡,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.803,泡性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.901,结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.902,细菌性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜炎(H10),H10.402,结膜肉芽肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.807,结膜松驰,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.806,结膜囊狭窄,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.810,眼结膜脱垂,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.001,翼状胬肉,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.101,结膜干燥,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.103,结膜变性,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.104,结膜结石,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.201,结膜疤痕,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.202,睑球粘连,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.203,结膜囊粘连性狭窄,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.301,结膜出血,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.302,结膜囊肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.801,假性翼状胬肉,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.802,结膜角化,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.803,结膜淋巴管扩张症,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.804,手术后结膜瘘,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.901,结膜肿物,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.102,睑裂斑,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.402,结膜血管增生,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.805,结膜囊挛缩,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
结膜的其他疾患(H11),H11.808,结膜息肉,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.101,暴露性角膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.102*,急性出血性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.103*,病毒性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.104*,咽结膜热,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.105*,带状疱疹性眼炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.106*,流行性腮腺炎性结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.8*,分类于他处的疾病引起的结膜其他疾患,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.301*,眼类天疱疮,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.801*,维生素Ａ缺乏伴结膜干燥病,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.0*,结膜的丝虫感染,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.1*,分类于他处的传染病和寄生虫病引起的结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.2*,分类于他处的其他疾病引起的结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.3*,眼类天庖疮,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
分类于他处的疾病引起的结膜疾患(H13),H13.107*,衣原体结膜炎,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
巩膜疾患(H15),H15.001,巩膜溃疡,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
巩膜疾患(H15),H15.002,巩膜脓肿,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
